date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:33:14	167091/167091	---MCZ	200	added ('OK')	application/javascript	etag:W/%221bad4abe235a12b092f4ecacac6728f4%22	https://frisk-nextapp.vercel.app/_next/static/chunks/4bd1b696-7ab96a110a279fce.js	./friskclone/frisk-nextapp.vercel.app/_next/static/chunks/4bd1b696-7ab96a110a279fce.js	(from https://frisk-nextapp.vercel.app/)
04:33:15	200494/200494	---MCZ	200	added ('OK')	application/javascript	etag:W/%229f1d25b108b3a3004cb4214c01b3cf3d%22	https://frisk-nextapp.vercel.app/_next/static/chunks/1517-2de6187465cd627f.js	./friskclone/frisk-nextapp.vercel.app/_next/static/chunks/1517-2de6187465cd627f.js	(from https://frisk-nextapp.vercel.app/)
04:33:15	466/466	---M--	200	added ('OK')	application/javascript	etag:%220c4ada4c35d2ed6a9f7c5103d7c9d929%22	https://frisk-nextapp.vercel.app/_next/static/chunks/main-app-1f899c2608d7174e.js	./friskclone/frisk-nextapp.vercel.app/_next/static/chunks/main-app-1f899c2608d7174e.js	(from https://frisk-nextapp.vercel.app/)
04:33:17	20947/20947	---MCZ	200	added ('OK')	application/javascript	etag:W/%221ea75bf5c011789de36dcc52d5174891%22	https://frisk-nextapp.vercel.app/_next/static/chunks/9951-505e0d9578c83799.js	./friskclone/frisk-nextapp.vercel.app/_next/static/chunks/9951-505e0d9578c83799.js	(from https://frisk-nextapp.vercel.app/)
04:33:18	11085/11085	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c6f038951d337f1991664ec23cf168e%22	https://frisk-nextapp.vercel.app/_next/static/chunks/app/layout-bfb19edf31c5ef5c.js	./friskclone/frisk-nextapp.vercel.app/_next/static/chunks/app/layout-bfb19edf31c5ef5c.js	(from https://frisk-nextapp.vercel.app/)
04:33:19	51336/51336	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e112fa926b27a0b2b7c81239a43acfd4%22	https://frisk-nextapp.vercel.app/_next/static/chunks/c15bf2b0-824621c4bb558288.js	./friskclone/frisk-nextapp.vercel.app/_next/static/chunks/c15bf2b0-824621c4bb558288.js	(from https://frisk-nextapp.vercel.app/)
04:33:20	24000/24000	---MCZ	200	added ('OK')	application/javascript	etag:W/%221502d205cce3371cb1013d6ef0f004df%22	https://frisk-nextapp.vercel.app/_next/static/chunks/8992-b95a0ff0083ccf22.js	./friskclone/frisk-nextapp.vercel.app/_next/static/chunks/8992-b95a0ff0083ccf22.js	(from https://frisk-nextapp.vercel.app/)
04:33:21	18559/18559	---MCZ	200	added ('OK')	application/javascript	etag:W/%22afa02ddbf4f6effaee06d432e1220026%22	https://frisk-nextapp.vercel.app/_next/static/chunks/1478-62a8aa9bd3e842f0.js	./friskclone/frisk-nextapp.vercel.app/_next/static/chunks/1478-62a8aa9bd3e842f0.js	(from https://frisk-nextapp.vercel.app/)
04:33:22	7133/7133	---MCZ	200	added ('OK')	application/javascript	etag:W/%2228b4713795c016d8adba366783bc0bc5%22	https://frisk-nextapp.vercel.app/_next/static/chunks/494-4fd4917a0e0ca873.js	./friskclone/frisk-nextapp.vercel.app/_next/static/chunks/494-4fd4917a0e0ca873.js	(from https://frisk-nextapp.vercel.app/)
04:33:23	5638/5638	---MCZ	200	added ('OK')	application/javascript	etag:W/%2230a74cc0446f4b3ef7f0dda4132d09d4%22	https://frisk-nextapp.vercel.app/_next/static/chunks/app/not-found-e90615830329f5e5.js	./friskclone/frisk-nextapp.vercel.app/_next/static/chunks/app/not-found-e90615830329f5e5.js	(from https://frisk-nextapp.vercel.app/)
04:33:24	63956/63956	---MCZ	200	added ('OK')	application/javascript	etag:W/%22992e0ab7cc35ebb55b4c0089c1837889%22	https://frisk-nextapp.vercel.app/_next/static/chunks/1151-83765a3546370b02.js	./friskclone/frisk-nextapp.vercel.app/_next/static/chunks/1151-83765a3546370b02.js	(from https://frisk-nextapp.vercel.app/)
04:33:25	6498/6498	---MCZ	200	added ('OK')	application/javascript	etag:W/%223bd6f49d852f3a8be0c1d17114c45b49%22	https://frisk-nextapp.vercel.app/_next/static/chunks/5143-1af8031010ba4c58.js	./friskclone/frisk-nextapp.vercel.app/_next/static/chunks/5143-1af8031010ba4c58.js	(from https://frisk-nextapp.vercel.app/)
04:33:26	13117/13117	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ea437bf6bb6d0307a78e96ffcca8d926%22	https://frisk-nextapp.vercel.app/_next/static/chunks/3675-7138738bbbcdc401.js	./friskclone/frisk-nextapp.vercel.app/_next/static/chunks/3675-7138738bbbcdc401.js	(from https://frisk-nextapp.vercel.app/)
04:33:26	172/172	---M--	200	added ('OK')	application/javascript	etag:%224407a29751e68786bd9468ccea20ed06%22	https://frisk-nextapp.vercel.app/_next/static/chunks/app/page-e160df5a63a4c84a.js	./friskclone/frisk-nextapp.vercel.app/_next/static/chunks/app/page-e160df5a63a4c84a.js	(from https://frisk-nextapp.vercel.app/)
04:33:27	175/175	---M--	200	added ('OK')	image/x-icon	etag:%22e8f22cf3dae1cab51244ed5ecf3cd222%22	https://frisk-nextapp.vercel.app/favicon.ico	./friskclone/frisk-nextapp.vercel.app/favicon.ico	(from https://frisk-nextapp.vercel.app/)
04:33:29	112594/112594	---MCZ	200	added ('OK')	application/javascript	etag:W/%22846118c33b2c0e922d7b3a7676f81f6f%22	https://frisk-nextapp.vercel.app/_next/static/chunks/polyfills-42372ed130431b0a.js	./friskclone/frisk-nextapp.vercel.app/_next/static/chunks/polyfills-42372ed130431b0a.js	(from https://frisk-nextapp.vercel.app/)
04:33:29	265/265	---M--	200	added ('OK')	image/svg+xml	etag:%228e310c795b26017678e94a3b86e6cbba%22	https://frisk-nextapp.vercel.app/assets/img/icon/close.svg	./friskclone/frisk-nextapp.vercel.app/assets/img/icon/close.svg	(from https://frisk-nextapp.vercel.app/)
04:33:30	390/390	---M--	200	added ('OK')	image/svg+xml	etag:%225eaaa85afe726b74cdca5d85a7718121%22	https://frisk-nextapp.vercel.app/assets/img/icon/search-white.svg	./friskclone/frisk-nextapp.vercel.app/assets/img/icon/search-white.svg	(from https://frisk-nextapp.vercel.app/)
04:33:32	3172/3172	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220f5c397361264740bff9ca702f891349%22	https://frisk-nextapp.vercel.app/assets/img/logo-white.svg	./friskclone/frisk-nextapp.vercel.app/assets/img/logo-white.svg	(from https://frisk-nextapp.vercel.app/)
04:33:33	35654/35654	---MCZ	200	added ('OK')	text/html	etag:W/%22800d17c24845bfc50b559b1d949bc56e%22	https://frisk-nextapp.vercel.app/contact	./friskclone/frisk-nextapp.vercel.app/contact.html	(from https://frisk-nextapp.vercel.app/)
04:33:34	3178/3178	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222a5bfc3c0a7c5e42f2fc5a3df26d0f9e%22	https://frisk-nextapp.vercel.app/assets/img/logo.svg	./friskclone/frisk-nextapp.vercel.app/assets/img/logo.svg	(from https://frisk-nextapp.vercel.app/)
04:33:35	77491/77491	---MCZ	200	added ('OK')	text/html	etag:W/%22215403ad3759a1cacd3333a1ccbd72ed%22	https://frisk-nextapp.vercel.app/home-2	./friskclone/frisk-nextapp.vercel.app/home-2.html	(from https://frisk-nextapp.vercel.app/)
04:33:36	54195/54195	---MCZ	200	added ('OK')	text/html	etag:W/%228e2ac1e12ff227ad7cb8234076cfec28%22	https://frisk-nextapp.vercel.app/home-3	./friskclone/frisk-nextapp.vercel.app/home-3.html	(from https://frisk-nextapp.vercel.app/)
04:33:37	83890/83890	---MCZ	200	added ('OK')	text/html	etag:W/%22d3bdae8e6c7d0b1e82cedba13659eb90%22	https://frisk-nextapp.vercel.app/home-4	./friskclone/frisk-nextapp.vercel.app/home-4.html	(from https://frisk-nextapp.vercel.app/)
04:33:38	67849/67849	---MCZ	200	added ('OK')	text/html	etag:W/%22a9c1eaeee0b00cd3bf8cca2af79fb874%22	https://frisk-nextapp.vercel.app/home-5	./friskclone/frisk-nextapp.vercel.app/home-5.html	(from https://frisk-nextapp.vercel.app/)
04:33:39	79251/79251	---MCZ	200	added ('OK')	text/html	etag:W/%2271d712b09a2b591ba64d8746e08a0c7e%22	https://frisk-nextapp.vercel.app/home-6	./friskclone/frisk-nextapp.vercel.app/home-6.html	(from https://frisk-nextapp.vercel.app/)
04:33:40	78186/78186	---MCZ	200	added ('OK')	text/html	etag:W/%2268e81b721671e382a1ff039017f17497%22	https://frisk-nextapp.vercel.app/home-7	./friskclone/frisk-nextapp.vercel.app/home-7.html	(from https://frisk-nextapp.vercel.app/)
04:33:41	70192/70192	---MCZ	200	added ('OK')	text/html	etag:W/%2263fcd20a3de672b6b67ae637d8926e55%22	https://frisk-nextapp.vercel.app/home-8	./friskclone/frisk-nextapp.vercel.app/home-8.html	(from https://frisk-nextapp.vercel.app/)
04:33:42	48177/48177	---MCZ	200	added ('OK')	text/html	etag:W/%22f947a03bf169dc86f54f8c95e48fdfc8%22	https://frisk-nextapp.vercel.app/home-9	./friskclone/frisk-nextapp.vercel.app/home-9.html	(from https://frisk-nextapp.vercel.app/)
04:33:43	35117/35117	---MCZ	200	added ('OK')	text/html	etag:W/%2295f6cbcac39dcb164244190cc996228a%22	https://frisk-nextapp.vercel.app/home-10	./friskclone/frisk-nextapp.vercel.app/home-10.html	(from https://frisk-nextapp.vercel.app/)
04:33:44	36215/36215	---MCZ	200	added ('OK')	text/html	etag:W/%2269a7fbf7c3334a92b42eb0577a20ced6%22	https://frisk-nextapp.vercel.app/home-11	./friskclone/frisk-nextapp.vercel.app/home-11.html	(from https://frisk-nextapp.vercel.app/)
04:33:45	34704/34704	---MCZ	200	added ('OK')	text/html	etag:W/%2288077a3fcf6bc6062e841f41fbd33820%22	https://frisk-nextapp.vercel.app/home-12	./friskclone/frisk-nextapp.vercel.app/home-12.html	(from https://frisk-nextapp.vercel.app/)
04:33:46	53766/53766	---MCZ	200	added ('OK')	text/html	etag:W/%22641b448a1044c7d3a4931c5f9399dc5b%22	https://frisk-nextapp.vercel.app/about	./friskclone/frisk-nextapp.vercel.app/about.html	(from https://frisk-nextapp.vercel.app/)
04:33:47	39626/39626	---MCZ	200	added ('OK')	text/html	etag:W/%228f7968eb02cb319236d2ea4aa7794a75%22	https://frisk-nextapp.vercel.app/service	./friskclone/frisk-nextapp.vercel.app/service.html	(from https://frisk-nextapp.vercel.app/)
04:33:48	41829/41829	---MCZ	200	added ('OK')	text/html	etag:W/%224e560b106fef1b0d8c6bca17d01d35b6%22	https://frisk-nextapp.vercel.app/service-2	./friskclone/frisk-nextapp.vercel.app/service-2.html	(from https://frisk-nextapp.vercel.app/)
04:33:49	46220/46220	---MCZ	200	added ('OK')	text/html	etag:W/%2296c033de12a675547b8430331ba731fb%22	https://frisk-nextapp.vercel.app/service-3	./friskclone/frisk-nextapp.vercel.app/service-3.html	(from https://frisk-nextapp.vercel.app/)
04:33:50	31436/31436	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2003:33:49%20GMT	https://frisk-nextapp.vercel.app/service-details/2	./friskclone/frisk-nextapp.vercel.app/service-details/2.html	(from https://frisk-nextapp.vercel.app/)
04:33:51	38268/38268	---MCZ	200	added ('OK')	text/html	etag:W/%2204de01634686099d5e6b82f64a5780f8%22	https://frisk-nextapp.vercel.app/team	./friskclone/frisk-nextapp.vercel.app/team.html	(from https://frisk-nextapp.vercel.app/)
04:33:52	32388/32388	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2003:33:51%20GMT	https://frisk-nextapp.vercel.app/team-details/2	./friskclone/frisk-nextapp.vercel.app/team-details/2.html	(from https://frisk-nextapp.vercel.app/)
04:33:53	42211/42211	---MCZ	200	added ('OK')	text/html	etag:W/%22f63f60f4f9451dd9c46fb7f08375ed58%22	https://frisk-nextapp.vercel.app/pricing	./friskclone/frisk-nextapp.vercel.app/pricing.html	(from https://frisk-nextapp.vercel.app/)
04:33:54	37423/37423	---MCZ	200	added ('OK')	text/html	etag:W/%22fe69f51c3819cf13012e062e323eef97%22	https://frisk-nextapp.vercel.app/shop	./friskclone/frisk-nextapp.vercel.app/shop.html	(from https://frisk-nextapp.vercel.app/)
04:33:55	59136/59136	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2003:33:54%20GMT	https://frisk-nextapp.vercel.app/shop-details/2	./friskclone/frisk-nextapp.vercel.app/shop-details/2.html	(from https://frisk-nextapp.vercel.app/)
04:33:56	28227/28227	---MCZ	200	added ('OK')	text/html	etag:W/%220258e19c1a794d0b6e46ecc822dfb78f%22	https://frisk-nextapp.vercel.app/cart	./friskclone/frisk-nextapp.vercel.app/cart.html	(from https://frisk-nextapp.vercel.app/)
04:33:57	31556/31556	---MCZ	200	added ('OK')	text/html	etag:W/%2244c26ab5978b636b7db49e8a5cb18e88%22	https://frisk-nextapp.vercel.app/checkout	./friskclone/frisk-nextapp.vercel.app/checkout.html	(from https://frisk-nextapp.vercel.app/)
04:33:58	38595/38595	---MCZ	200	added ('OK')	text/html	etag:W/%224b83924180263f2fce068a4321ea47f1%22	https://frisk-nextapp.vercel.app/faq	./friskclone/frisk-nextapp.vercel.app/faq.html	(from https://frisk-nextapp.vercel.app/)
04:33:59	23737/23737	---MCZ	200	added ('OK')	text/html	etag:W/%22bcdc0666d1f25ded3bb5925156523d0e%22	https://frisk-nextapp.vercel.app/error	./friskclone/frisk-nextapp.vercel.app/error.html	(from https://frisk-nextapp.vercel.app/)
04:34:00	33928/33928	---MCZ	200	added ('OK')	text/html	etag:W/%229969640645a547cbf6617f59e8669e8e%22	https://frisk-nextapp.vercel.app/project	./friskclone/frisk-nextapp.vercel.app/project.html	(from https://frisk-nextapp.vercel.app/)
04:34:01	34947/34947	---MCZ	200	added ('OK')	text/html	etag:W/%227fca0a49fc3a16e2a409b11c1c91aaba%22	https://frisk-nextapp.vercel.app/project-2	./friskclone/frisk-nextapp.vercel.app/project-2.html	(from https://frisk-nextapp.vercel.app/)
04:34:02	38051/38051	---MCZ	200	added ('OK')	text/html	etag:W/%22dbd624928e2320cb940509ee9e6967c9%22	https://frisk-nextapp.vercel.app/project-3	./friskclone/frisk-nextapp.vercel.app/project-3.html	(from https://frisk-nextapp.vercel.app/)
04:34:03	37961/37961	---MCZ	200	added ('OK')	text/html	etag:W/%22b7142339f6ad42fd9926d99790bb1852%22	https://frisk-nextapp.vercel.app/project-4	./friskclone/frisk-nextapp.vercel.app/project-4.html	(from https://frisk-nextapp.vercel.app/)
04:34:04	38121/38121	---MCZ	200	added ('OK')	text/html	etag:W/%223c38cc4bf561561d28c511b5e30a4b1d%22	https://frisk-nextapp.vercel.app/project-5	./friskclone/frisk-nextapp.vercel.app/project-5.html	(from https://frisk-nextapp.vercel.app/)
04:34:05	30613/30613	---MCZ	200	added ('OK')	text/html	etag:W/%22f9955b35246a9762836f299e4a07b56a%22	https://frisk-nextapp.vercel.app/project-6	./friskclone/frisk-nextapp.vercel.app/project-6.html	(from https://frisk-nextapp.vercel.app/)
04:34:06	33672/33672	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2003:34:05%20GMT	https://frisk-nextapp.vercel.app/project-details/2	./friskclone/frisk-nextapp.vercel.app/project-details/2.html	(from https://frisk-nextapp.vercel.app/)
04:34:07	46274/46274	---MCZ	200	added ('OK')	text/html	etag:W/%22088bcc3b91cf4e88b0324f0e023d066f%22	https://frisk-nextapp.vercel.app/blog	./friskclone/frisk-nextapp.vercel.app/blog.html	(from https://frisk-nextapp.vercel.app/)
04:34:08	50816/50816	---MCZ	200	added ('OK')	text/html	etag:W/%22d3a571a62296b28f6ae6f48c13b61257%22	https://frisk-nextapp.vercel.app/blog-2	./friskclone/frisk-nextapp.vercel.app/blog-2.html	(from https://frisk-nextapp.vercel.app/)
04:34:09	53682/53682	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2003:34:08%20GMT	https://frisk-nextapp.vercel.app/blog-details/2	./friskclone/frisk-nextapp.vercel.app/blog-details/2.html	(from https://frisk-nextapp.vercel.app/)
04:34:09	390/390	---M--	200	added ('OK')	image/svg+xml	etag:%22297fc66fd18bb0f8d063ad1e47217170%22	https://frisk-nextapp.vercel.app/assets/img/icon/search.svg	./friskclone/frisk-nextapp.vercel.app/assets/img/icon/search.svg	(from https://frisk-nextapp.vercel.app/)
04:34:11	2357/2357	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227162219293593466e5edb148ab66c64a%22	https://frisk-nextapp.vercel.app/assets/img/icon/worldwide.svg	./friskclone/frisk-nextapp.vercel.app/assets/img/icon/worldwide.svg	(from https://frisk-nextapp.vercel.app/)
04:34:12	56017/56017	---M--	200	added ('OK')	image/jpeg	etag:%22f1e4691d98c7496a358431a07c2e41d5%22	https://frisk-nextapp.vercel.app/assets/img/normal/about_1-1.jpg	./friskclone/frisk-nextapp.vercel.app/assets/img/normal/about_1-1.jpg	(from https://frisk-nextapp.vercel.app/)
04:34:12	198/198	---M--	200	added ('OK')	image/svg+xml	etag:%224650d6b72c614f9e7007ecf8462b5deb%22	https://frisk-nextapp.vercel.app/assets/img/icon/arrow-left-top.svg	./friskclone/frisk-nextapp.vercel.app/assets/img/icon/arrow-left-top.svg	(from https://frisk-nextapp.vercel.app/)
04:34:13	106/106	---M--	200	added ('OK')	image/png	etag:%227c48f1e374529512ea8f11b9bc0add9b%22	https://frisk-nextapp.vercel.app/assets/img/bg/portfolio-1-bg.png	./friskclone/frisk-nextapp.vercel.app/assets/img/bg/portfolio-1-bg.png	(from https://frisk-nextapp.vercel.app/)
04:34:15	33678/33678	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2003:34:14%20GMT	https://frisk-nextapp.vercel.app/project-details/1	./friskclone/frisk-nextapp.vercel.app/project-details/1.html	(from https://frisk-nextapp.vercel.app/)
04:34:16	33675/33675	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2003:34:15%20GMT	https://frisk-nextapp.vercel.app/project-details/3	./friskclone/frisk-nextapp.vercel.app/project-details/3.html	(from https://frisk-nextapp.vercel.app/)
04:34:17	33674/33674	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2003:34:17%20GMT	https://frisk-nextapp.vercel.app/project-details/4	./friskclone/frisk-nextapp.vercel.app/project-details/4.html	(from https://frisk-nextapp.vercel.app/)
04:34:17	28125/28125	---M--	200	added ('OK')	image/png	etag:%223165c5d4c45823414a42303dbe5d2c87%22	https://frisk-nextapp.vercel.app/assets/img/team/team-1-1.png	./friskclone/frisk-nextapp.vercel.app/assets/img/team/team-1-1.png	(from https://frisk-nextapp.vercel.app/)
04:34:19	32388/32388	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2003:34:18%20GMT	https://frisk-nextapp.vercel.app/team-details/1	./friskclone/frisk-nextapp.vercel.app/team-details/1.html	(from https://frisk-nextapp.vercel.app/)
04:34:19	27721/27721	---M--	200	added ('OK')	image/png	etag:%22b3a970a790c0117310c6244a84d8dd8f%22	https://frisk-nextapp.vercel.app/assets/img/team/team-1-2.png	./friskclone/frisk-nextapp.vercel.app/assets/img/team/team-1-2.png	(from https://frisk-nextapp.vercel.app/)
04:34:20	30497/30497	---M--	200	added ('OK')	image/png	etag:%220435a161076ce0db61bc69e30c966785%22	https://frisk-nextapp.vercel.app/assets/img/team/team-1-3.png	./friskclone/frisk-nextapp.vercel.app/assets/img/team/team-1-3.png	(from https://frisk-nextapp.vercel.app/)
04:34:22	32388/32388	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2003:34:21%20GMT	https://frisk-nextapp.vercel.app/team-details/3	./friskclone/frisk-nextapp.vercel.app/team-details/3.html	(from https://frisk-nextapp.vercel.app/)
04:34:23	32953/32953	---M--	200	added ('OK')	image/png	etag:%2227cc05ab0ed47badb26de627f28cd1d1%22	https://frisk-nextapp.vercel.app/assets/img/team/team-1-4.png	./friskclone/frisk-nextapp.vercel.app/assets/img/team/team-1-4.png	(from https://frisk-nextapp.vercel.app/)
04:34:24	32388/32388	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2003:34:23%20GMT	https://frisk-nextapp.vercel.app/team-details/4	./friskclone/frisk-nextapp.vercel.app/team-details/4.html	(from https://frisk-nextapp.vercel.app/)
04:34:25	67786/67786	---M--	200	added ('OK')	image/jpeg	etag:%22ac31a4297716f729251fe51159a96dff%22	https://frisk-nextapp.vercel.app/assets/img/testimonial/testi_thumb1_1.jpg	./friskclone/frisk-nextapp.vercel.app/assets/img/testimonial/testi_thumb1_1.jpg	(from https://frisk-nextapp.vercel.app/)
04:34:25	297/297	---M--	200	added ('OK')	image/svg+xml	etag:%2239cb2a2bc696a88f2a7dd38e1cdb56a4%22	https://frisk-nextapp.vercel.app/assets/img/icon/quote.svg	./friskclone/frisk-nextapp.vercel.app/assets/img/icon/quote.svg	(from https://frisk-nextapp.vercel.app/)
04:34:27	53676/53676	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202026%2003:34:26%20GMT	https://frisk-nextapp.vercel.app/blog-details/1	./friskclone/frisk-nextapp.vercel.app/blog-details/1.html	(from https://frisk-nextapp.vercel.app/)
04:34:28	78777/78777	---M--	200	added ('OK')	image/png	etag:%22f6a9cbbf583d125e21a30e2576557809%22	https://frisk-nextapp.vercel.app/assets/img/blog/blog_1_1.png	./friskclone/frisk-nextapp.vercel.app/assets/img/blog/blog_1_1.png	(from https://frisk-nextapp.vercel.app/)
04:34:29	57657/57657	---M--	200	added ('OK')	image/png	etag:%22a978eeca149503a2237d38f78ab49c6b%22	https://frisk-nextapp.vercel.app/assets/img/blog/blog_1_2.png	./friskclone/frisk-nextapp.vercel.app/assets/img/blog/blog_1_2.png	(from https://frisk-nextapp.vercel.app/)
